#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BT-CO_00001
CL533Contig2	HCGP-BT-CO_05190
CL5340Contig1	HCGP-BT-CO_05191
CL5341Contig1	HCGP-BT-CO_05192
CL5342Contig1	HCGP-BT-CO_05193
CL5343Contig1	HCGP-BT-CO_05194
CL5344Contig1	HCGP-BT-CO_05195
CL5345Contig1	HCGP-BT-CO_05196
CL5346Contig1	HCGP-BT-CO_05197
CL5347Contig1	HCGP-BT-CO_05198
CL5348Contig1	HCGP-BT-CO_05199
CL5349Contig1	HCGP-BT-CO_05200
CL534Contig1	HCGP-BT-CO_05201
CL534Contig2	HCGP-BT-CO_05202
CL5350Contig1	HCGP-BT-CO_05203
CL5351Contig1	HCGP-BT-CO_05204
CL5352Contig1	HCGP-BT-CO_05205
CL5353Contig1	HCGP-BT-CO_05206
CL5354Contig1	HCGP-BT-CO_05207
CL5355Contig1	HCGP-BT-CO_05208
CL5356Contig1	HCGP-BT-CO_05209
CL5357Contig1	HCGP-BT-CO_05210
CL5358Contig1	HCGP-BT-CO_05211
CL5359Contig1	HCGP-BT-CO_05212
CL535Contig1	HCGP-BT-CO_05213
CL5360Contig1	HCGP-BT-CO_05214
CL5361Contig1	HCGP-BT-CO_05215
CL5362Contig1	HCGP-BT-CO_05216
CL5363Contig1	HCGP-BT-CO_05217
CL5364Contig1	HCGP-BT-CO_05218
CL5365Contig1	HCGP-BT-CO_05219
CL5366Contig1	HCGP-BT-CO_05220
CL5367Contig1	HCGP-BT-CO_05221
CL5368Contig1	HCGP-BT-CO_05222
CL5369Contig1	HCGP-BT-CO_05223
CL536Contig1	HCGP-BT-CO_05224
CL5370Contig1	HCGP-BT-CO_05225
CL5371Contig1	HCGP-BT-CO_05226
CL5372Contig1	HCGP-BT-CO_05227
CL5373Contig1	HCGP-BT-CO_05228
CL5374Contig1	HCGP-BT-CO_05229
CL5375Contig1	HCGP-BT-CO_05230
CL5376Contig1	HCGP-BT-CO_05231
CL5377Contig1	HCGP-BT-CO_05232
CL5378Contig1	HCGP-BT-CO_05233
CL5379Contig1	HCGP-BT-CO_05234
CL537Contig1	HCGP-BT-CO_05235
CL5380Contig1	HCGP-BT-CO_05236
CL5381Contig1	HCGP-BT-CO_05237
CL5382Contig1	HCGP-BT-CO_05238
CL5383Contig1	HCGP-BT-CO_05239
CL5384Contig1	HCGP-BT-CO_05240
CL5385Contig1	HCGP-BT-CO_05241
CL5386Contig1	HCGP-BT-CO_05242
CL5387Contig1	HCGP-BT-CO_05243
CL5388Contig1	HCGP-BT-CO_05244
CL5389Contig1	HCGP-BT-CO_05245
CL5390Contig1	HCGP-BT-CO_05246
CL5391Contig1	HCGP-BT-CO_05247
CL5392Contig1	HCGP-BT-CO_05248
CL5393Contig1	HCGP-BT-CO_05249
CL5394Contig1	HCGP-BT-CO_05250
CL5395Contig1	HCGP-BT-CO_05251
CL5396Contig1	HCGP-BT-CO_05252
CL5397Contig1	HCGP-BT-CO_05253
CL5398Contig1	HCGP-BT-CO_05254
CL5399Contig1	HCGP-BT-CO_05255
CL53Contig1	HCGP-BT-CO_05256
CL53Contig2	HCGP-BT-CO_05257
CL5400Contig1	HCGP-BT-CO_05258
CL5401Contig1	HCGP-BT-CO_05259
CL5402Contig1	HCGP-BT-CO_05260
CL5403Contig1	HCGP-BT-CO_05261
CL5404Contig1	HCGP-BT-CO_05262
CL5405Contig1	HCGP-BT-CO_05263
CL5406Contig1	HCGP-BT-CO_05264
CL5407Contig1	HCGP-BT-CO_05265
CL5408Contig1	HCGP-BT-CO_05266
CL5409Contig1	HCGP-BT-CO_05267
CL540Contig1	HCGP-BT-CO_05268
CL5410Contig1	HCGP-BT-CO_05269
CL5411Contig1	HCGP-BT-CO_05270
CL5412Contig1	HCGP-BT-CO_05271
CL5413Contig1	HCGP-BT-CO_05272
CL5414Contig1	HCGP-BT-CO_05273
CL5415Contig1	HCGP-BT-CO_05274
CL5416Contig1	HCGP-BT-CO_05275
CL5417Contig1	HCGP-BT-CO_05276
CL5418Contig1	HCGP-BT-CO_05277
CL5419Contig1	HCGP-BT-CO_05278
CL541Contig1	HCGP-BT-CO_05279
CL5420Contig1	HCGP-BT-CO_05280
CL5421Contig1	HCGP-BT-CO_05281
CL5422Contig1	HCGP-BT-CO_05282
CL5423Contig1	HCGP-BT-CO_05283
CL5424Contig1	HCGP-BT-CO_05284
CL5425Contig1	HCGP-BT-CO_05285
CL5426Contig1	HCGP-BT-CO_05286
CL5427Contig1	HCGP-BT-CO_05287
CL5428Contig1	HCGP-BT-CO_05288
CL5429Contig1	HCGP-BT-CO_05289
CL542Contig1	HCGP-BT-CO_05290
CL5430Contig1	HCGP-BT-CO_05291
CL5431Contig1	HCGP-BT-CO_05292
CL5432Contig1	HCGP-BT-CO_05293
CL5433Contig1	HCGP-BT-CO_05294
CL5434Contig1	HCGP-BT-CO_05295
CL5435Contig1	HCGP-BT-CO_05296
CL5436Contig1	HCGP-BT-CO_05297
CL5437Contig1	HCGP-BT-CO_05298
CL5438Contig1	HCGP-BT-CO_05299
CL5439Contig1	HCGP-BT-CO_05300
CL543Contig1	HCGP-BT-CO_05301
CL5440Contig1	HCGP-BT-CO_05302
CL5441Contig1	HCGP-BT-CO_05303
CL5442Contig1	HCGP-BT-CO_05304
CL5443Contig1	HCGP-BT-CO_05305
CL5444Contig1	HCGP-BT-CO_05306
CL5445Contig1	HCGP-BT-CO_05307
CL5446Contig1	HCGP-BT-CO_05308
CL5447Contig1	HCGP-BT-CO_05309
CL5448Contig1	HCGP-BT-CO_05310
CL5449Contig1	HCGP-BT-CO_05311
CL544Contig1	HCGP-BT-CO_05312
CL5450Contig1	HCGP-BT-CO_05313
CL5451Contig1	HCGP-BT-CO_05314
CL5452Contig1	HCGP-BT-CO_05315
CL5453Contig1	HCGP-BT-CO_05316
CL5454Contig1	HCGP-BT-CO_05317
CL5455Contig1	HCGP-BT-CO_05318
CL5456Contig1	HCGP-BT-CO_05319
CL5457Contig1	HCGP-BT-CO_05320
CL5458Contig1	HCGP-BT-CO_05321
CL5459Contig1	HCGP-BT-CO_05322
CL545Contig1	HCGP-BT-CO_05323
CL5460Contig1	HCGP-BT-CO_05324
CL5461Contig1	HCGP-BT-CO_05325
CL5462Contig1	HCGP-BT-CO_05326
CL5463Contig1	HCGP-BT-CO_05327
CL5464Contig1	HCGP-BT-CO_05328
CL5465Contig1	HCGP-BT-CO_05329
CL5466Contig1	HCGP-BT-CO_05330
CL5467Contig1	HCGP-BT-CO_05331
CL5468Contig1	HCGP-BT-CO_05332
CL5469Contig1	HCGP-BT-CO_05333
CL546Contig1	HCGP-BT-CO_05334
CL5470Contig1	HCGP-BT-CO_05335
CL5471Contig1	HCGP-BT-CO_05336
CL5472Contig1	HCGP-BT-CO_05337
CL5473Contig1	HCGP-BT-CO_05338
CL5474Contig1	HCGP-BT-CO_05339
CL5475Contig1	HCGP-BT-CO_05340
CL5476Contig1	HCGP-BT-CO_05341
CL5477Contig1	HCGP-BT-CO_05342
CL5478Contig1	HCGP-BT-CO_05343
CL5479Contig1	HCGP-BT-CO_05344
CL547Contig1	HCGP-BT-CO_05345
CL5480Contig1	HCGP-BT-CO_05346
CL5481Contig1	HCGP-BT-CO_05347
CL5482Contig1	HCGP-BT-CO_05348
CL5483Contig1	HCGP-BT-CO_05349
CL5484Contig1	HCGP-BT-CO_05350
CL5485Contig1	HCGP-BT-CO_05351
CL5486Contig1	HCGP-BT-CO_05352
CL5488Contig1	HCGP-BT-CO_05353
CL5489Contig1	HCGP-BT-CO_05354
CL548Contig1	HCGP-BT-CO_05355
CL548Contig2	HCGP-BT-CO_05356
CL5490Contig1	HCGP-BT-CO_05357
CL5491Contig1	HCGP-BT-CO_05358
CL5492Contig1	HCGP-BT-CO_05359
CL5493Contig1	HCGP-BT-CO_05360
CL5494Contig1	HCGP-BT-CO_05361
CL5495Contig1	HCGP-BT-CO_05362
CL5496Contig1	HCGP-BT-CO_05363
CL5497Contig1	HCGP-BT-CO_05364
CL5498Contig1	HCGP-BT-CO_05365
CL5499Contig1	HCGP-BT-CO_05366
CL549Contig1	HCGP-BT-CO_05367
CL54Contig1	HCGP-BT-CO_05368
CL5500Contig1	HCGP-BT-CO_05369
CL5501Contig1	HCGP-BT-CO_05370
CL5502Contig1	HCGP-BT-CO_05371
CL5503Contig1	HCGP-BT-CO_05372
CL5507Contig1	HCGP-BT-CO_05373
CL5508Contig1	HCGP-BT-CO_05374
CL5509Contig1	HCGP-BT-CO_05375
CL550Contig1	HCGP-BT-CO_05376
CL550Contig2	HCGP-BT-CO_05377
CL5510Contig1	HCGP-BT-CO_05378
CL5511Contig1	HCGP-BT-CO_05379
CL5512Contig1	HCGP-BT-CO_05380
CL5513Contig1	HCGP-BT-CO_05381
CL5514Contig1	HCGP-BT-CO_05382
CL5515Contig1	HCGP-BT-CO_05383
CL5516Contig1	HCGP-BT-CO_05384
CL5517Contig1	HCGP-BT-CO_05385
CL5518Contig1	HCGP-BT-CO_05386
CL5519Contig1	HCGP-BT-CO_05387
CL551Contig1	HCGP-BT-CO_05388
CL5520Contig1	HCGP-BT-CO_05389
CL5521Contig1	HCGP-BT-CO_05390
CL5522Contig1	HCGP-BT-CO_05391
CL5523Contig1	HCGP-BT-CO_05392
CL5524Contig1	HCGP-BT-CO_05393
CL5525Contig1	HCGP-BT-CO_05394
CL5527Contig1	HCGP-BT-CO_05395
CL5528Contig1	HCGP-BT-CO_05396
CL5529Contig1	HCGP-BT-CO_05397
CL552Contig1	HCGP-BT-CO_05398
CL5530Contig1	HCGP-BT-CO_05399
CL5531Contig1	HCGP-BT-CO_05400
CL5532Contig1	HCGP-BT-CO_05401
CL5533Contig1	HCGP-BT-CO_05402
CL5534Contig1	HCGP-BT-CO_05403
CL5535Contig1	HCGP-BT-CO_05404
CL5536Contig1	HCGP-BT-CO_05405
CL5537Contig1	HCGP-BT-CO_05406
CL5538Contig1	HCGP-BT-CO_05407
CL5539Contig1	HCGP-BT-CO_05408
CL553Contig1	HCGP-BT-CO_05409
CL5540Contig1	HCGP-BT-CO_05410
CL5541Contig1	HCGP-BT-CO_05411
CL5542Contig1	HCGP-BT-CO_05412
CL5543Contig1	HCGP-BT-CO_05413
CL5544Contig1	HCGP-BT-CO_05414
CL5545Contig1	HCGP-BT-CO_05415
CL5546Contig1	HCGP-BT-CO_05416
CL5547Contig1	HCGP-BT-CO_05417
CL5548Contig1	HCGP-BT-CO_05418
CL5549Contig1	HCGP-BT-CO_05419
CL554Contig1	HCGP-BT-CO_05420
CL5550Contig1	HCGP-BT-CO_05421
CL5551Contig1	HCGP-BT-CO_05422
CL5552Contig1	HCGP-BT-CO_05423
CL5553Contig1	HCGP-BT-CO_05424
CL5554Contig1	HCGP-BT-CO_05425
CL5555Contig1	HCGP-BT-CO_05426
CL5556Contig1	HCGP-BT-CO_05427
CL5557Contig1	HCGP-BT-CO_05428
CL5559Contig1	HCGP-BT-CO_05429
CL555Contig1	HCGP-BT-CO_05430
CL5560Contig1	HCGP-BT-CO_05431
CL5561Contig1	HCGP-BT-CO_05432
CL5562Contig1	HCGP-BT-CO_05433
CL5563Contig1	HCGP-BT-CO_05434
CL5564Contig1	HCGP-BT-CO_05435
CL5565Contig1	HCGP-BT-CO_05436
CL5566Contig1	HCGP-BT-CO_05437
CL5567Contig1	HCGP-BT-CO_05438
CL5568Contig1	HCGP-BT-CO_05439
CL5569Contig1	HCGP-BT-CO_05440
CL556Contig1	HCGP-BT-CO_05441
CL556Contig2	HCGP-BT-CO_05442
CL5570Contig1	HCGP-BT-CO_05443
CL5571Contig1	HCGP-BT-CO_05444
CL5572Contig1	HCGP-BT-CO_05445
CL5573Contig1	HCGP-BT-CO_05446
CL5574Contig1	HCGP-BT-CO_05447
CL5575Contig1	HCGP-BT-CO_05448
CL5576Contig1	HCGP-BT-CO_05449
CL5577Contig1	HCGP-BT-CO_05450
CL5578Contig1	HCGP-BT-CO_05451
CL5579Contig1	HCGP-BT-CO_05452
CL557Contig1	HCGP-BT-CO_05453
CL5580Contig1	HCGP-BT-CO_05454
CL5581Contig1	HCGP-BT-CO_05455
CL5582Contig1	HCGP-BT-CO_05456
CL5583Contig1	HCGP-BT-CO_05457
CL5584Contig1	HCGP-BT-CO_05458
CL5585Contig1	HCGP-BT-CO_05459
CL5586Contig1	HCGP-BT-CO_05460
CL5587Contig1	HCGP-BT-CO_05461
CL5588Contig1	HCGP-BT-CO_05462
CL5589Contig1	HCGP-BT-CO_05463
CL558Contig1	HCGP-BT-CO_05464
CL558Contig2	HCGP-BT-CO_05465
CL558Contig3	HCGP-BT-CO_05466
CL5590Contig1	HCGP-BT-CO_05467
CL5591Contig1	HCGP-BT-CO_05468
CL5592Contig1	HCGP-BT-CO_05469
CL5593Contig1	HCGP-BT-CO_05470
CL5594Contig1	HCGP-BT-CO_05471
CL5595Contig1	HCGP-BT-CO_05472
CL5596Contig1	HCGP-BT-CO_05473
CL5597Contig1	HCGP-BT-CO_05474
CL5599Contig1	HCGP-BT-CO_05475
CL559Contig1	HCGP-BT-CO_05476
CL55Contig1	HCGP-BT-CO_05477
CL55Contig2	HCGP-BT-CO_05478
CL55Contig3	HCGP-BT-CO_05479
CL5600Contig1	HCGP-BT-CO_05480
CL5601Contig1	HCGP-BT-CO_05481
CL5602Contig1	HCGP-BT-CO_05482
CL5603Contig1	HCGP-BT-CO_05483
CL5604Contig1	HCGP-BT-CO_05484
CL5605Contig1	HCGP-BT-CO_05485
CL5606Contig1	HCGP-BT-CO_05486
CL5607Contig1	HCGP-BT-CO_05487
CL5608Contig1	HCGP-BT-CO_05488
CL5609Contig1	HCGP-BT-CO_05489
CL560Contig1	HCGP-BT-CO_05490
CL5610Contig1	HCGP-BT-CO_05491
CL5611Contig1	HCGP-BT-CO_05492
CL5612Contig1	HCGP-BT-CO_05493
CL5613Contig1	HCGP-BT-CO_05494
CL5614Contig1	HCGP-BT-CO_05495
CL5615Contig1	HCGP-BT-CO_05496
CL5616Contig1	HCGP-BT-CO_05497
CL5617Contig1	HCGP-BT-CO_05498
CL5618Contig1	HCGP-BT-CO_05499
CL5619Contig1	HCGP-BT-CO_05500
CL561Contig1	HCGP-BT-CO_05501
CL561Contig2	HCGP-BT-CO_05502
CL5620Contig1	HCGP-BT-CO_05503
CL5621Contig1	HCGP-BT-CO_05504
CL5622Contig1	HCGP-BT-CO_05505
CL5623Contig1	HCGP-BT-CO_05506
CL5624Contig1	HCGP-BT-CO_05507
CL5625Contig1	HCGP-BT-CO_05508
CL5626Contig1	HCGP-BT-CO_05509
CL5627Contig1	HCGP-BT-CO_05510
CL5628Contig1	HCGP-BT-CO_05511
CL5629Contig1	HCGP-BT-CO_05512
CL562Contig1	HCGP-BT-CO_05513
CL5630Contig1	HCGP-BT-CO_05514
CL5631Contig1	HCGP-BT-CO_05515
CL5632Contig1	HCGP-BT-CO_05516
CL5633Contig1	HCGP-BT-CO_05517
CL5634Contig1	HCGP-BT-CO_05518
CL5635Contig1	HCGP-BT-CO_05519
CL5636Contig1	HCGP-BT-CO_05520
CL5637Contig1	HCGP-BT-CO_05521
CL5638Contig1	HCGP-BT-CO_05522
CL5639Contig1	HCGP-BT-CO_05523
CL563Contig1	HCGP-BT-CO_05524
CL5640Contig1	HCGP-BT-CO_05525
CL5641Contig1	HCGP-BT-CO_05526
CL5642Contig1	HCGP-BT-CO_05527
CL5643Contig1	HCGP-BT-CO_05528
CL5644Contig1	HCGP-BT-CO_05529
CL5645Contig1	HCGP-BT-CO_05530
CL5646Contig1	HCGP-BT-CO_05531
CL5647Contig1	HCGP-BT-CO_05532
CL5648Contig1	HCGP-BT-CO_05533
CL5649Contig1	HCGP-BT-CO_05534
CL564Contig1	HCGP-BT-CO_05535
CL5650Contig1	HCGP-BT-CO_05536
CL5651Contig1	HCGP-BT-CO_05537
CL5652Contig1	HCGP-BT-CO_05538
CL5653Contig1	HCGP-BT-CO_05539
CL5654Contig1	HCGP-BT-CO_05540
CL5656Contig1	HCGP-BT-CO_05541
CL5657Contig1	HCGP-BT-CO_05542
CL5658Contig1	HCGP-BT-CO_05543
CL5659Contig1	HCGP-BT-CO_05544
CL565Contig1	HCGP-BT-CO_05545
CL5660Contig1	HCGP-BT-CO_05546
CL5661Contig1	HCGP-BT-CO_05547
CL5662Contig1	HCGP-BT-CO_05548
CL5663Contig1	HCGP-BT-CO_05549
CL5664Contig1	HCGP-BT-CO_05550
CL5666Contig1	HCGP-BT-CO_05551
CL5667Contig1	HCGP-BT-CO_05552
CL5668Contig1	HCGP-BT-CO_05553
CL5669Contig1	HCGP-BT-CO_05554
CL566Contig1	HCGP-BT-CO_05555
CL5670Contig1	HCGP-BT-CO_05556
CL5671Contig1	HCGP-BT-CO_05557
CL5672Contig1	HCGP-BT-CO_05558
CL5673Contig1	HCGP-BT-CO_05559
CL5674Contig1	HCGP-BT-CO_05560
CL5675Contig1	HCGP-BT-CO_05561
CL5676Contig1	HCGP-BT-CO_05562
CL5677Contig1	HCGP-BT-CO_05563
CL5678Contig1	HCGP-BT-CO_05564
CL5679Contig1	HCGP-BT-CO_05565
CL567Contig1	HCGP-BT-CO_05566
CL5680Contig1	HCGP-BT-CO_05567
CL5681Contig1	HCGP-BT-CO_05568
CL5682Contig1	HCGP-BT-CO_05569
CL5685Contig1	HCGP-BT-CO_05570
CL5686Contig1	HCGP-BT-CO_05571
CL5687Contig1	HCGP-BT-CO_05572
CL5688Contig1	HCGP-BT-CO_05573
CL5689Contig1	HCGP-BT-CO_05574
CL568Contig1	HCGP-BT-CO_05575
CL5690Contig1	HCGP-BT-CO_05576
CL5691Contig1	HCGP-BT-CO_05577
CL5692Contig1	HCGP-BT-CO_05578
CL5694Contig1	HCGP-BT-CO_05579
CL5695Contig1	HCGP-BT-CO_05580
CL5696Contig1	HCGP-BT-CO_05581
CL5697Contig1	HCGP-BT-CO_05582
CL5698Contig1	HCGP-BT-CO_05583
CL569Contig1	HCGP-BT-CO_05584
CL56Contig1	HCGP-BT-CO_05585
CL56Contig2	HCGP-BT-CO_05586
CL56Contig3	HCGP-BT-CO_05587
CL5700Contig1	HCGP-BT-CO_05588
CL5701Contig1	HCGP-BT-CO_05589
CL5702Contig1	HCGP-BT-CO_05590
CL5703Contig1	HCGP-BT-CO_05591
CL5704Contig1	HCGP-BT-CO_05592
CL5706Contig1	HCGP-BT-CO_05593
CL5707Contig1	HCGP-BT-CO_05594
CL5708Contig1	HCGP-BT-CO_05595
CL5709Contig1	HCGP-BT-CO_05596
CL570Contig1	HCGP-BT-CO_05597
CL570Contig2	HCGP-BT-CO_05598
CL5710Contig1	HCGP-BT-CO_05599
CL5711Contig1	HCGP-BT-CO_05600
CL5712Contig1	HCGP-BT-CO_05601
CL5713Contig1	HCGP-BT-CO_05602
CL5714Contig1	HCGP-BT-CO_05603
CL5715Contig1	HCGP-BT-CO_05604
CL5716Contig1	HCGP-BT-CO_05605
CL5717Contig1	HCGP-BT-CO_05606
CL5718Contig1	HCGP-BT-CO_05607
CL5719Contig1	HCGP-BT-CO_05608
CL571Contig1	HCGP-BT-CO_05609
CL5720Contig1	HCGP-BT-CO_05610
CL5723Contig1	HCGP-BT-CO_05611
CL5724Contig1	HCGP-BT-CO_05612
CL5725Contig1	HCGP-BT-CO_05613
CL5726Contig1	HCGP-BT-CO_05614
CL5727Contig1	HCGP-BT-CO_05615
CL5728Contig1	HCGP-BT-CO_05616
CL5729Contig1	HCGP-BT-CO_05617
CL572Contig1	HCGP-BT-CO_05618
CL5730Contig1	HCGP-BT-CO_05619
CL5731Contig1	HCGP-BT-CO_05620
CL5732Contig1	HCGP-BT-CO_05621
CL5733Contig1	HCGP-BT-CO_05622
CL5735Contig1	HCGP-BT-CO_05623
CL5736Contig1	HCGP-BT-CO_05624
CL5738Contig1	HCGP-BT-CO_05625
CL573Contig1	HCGP-BT-CO_05626
CL5740Contig1	HCGP-BT-CO_05627
CL5741Contig1	HCGP-BT-CO_05628
CL5742Contig1	HCGP-BT-CO_05629
CL5743Contig1	HCGP-BT-CO_05630
CL5744Contig1	HCGP-BT-CO_05631
CL5745Contig1	HCGP-BT-CO_05632
CL5747Contig1	HCGP-BT-CO_05633
CL5748Contig1	HCGP-BT-CO_05634
CL5749Contig1	HCGP-BT-CO_05635
CL574Contig1	HCGP-BT-CO_05636
CL5750Contig1	HCGP-BT-CO_05637
CL5751Contig1	HCGP-BT-CO_05638
CL5753Contig1	HCGP-BT-CO_05639
CL5754Contig1	HCGP-BT-CO_05640
CL5755Contig1	HCGP-BT-CO_05641
CL5756Contig1	HCGP-BT-CO_05642
CL5757Contig1	HCGP-BT-CO_05643
CL5758Contig1	HCGP-BT-CO_05644
CL5759Contig1	HCGP-BT-CO_05645
CL575Contig1	HCGP-BT-CO_05646
CL5760Contig1	HCGP-BT-CO_05647
CL5761Contig1	HCGP-BT-CO_05648
CL5762Contig1	HCGP-BT-CO_05649
CL5763Contig1	HCGP-BT-CO_05650
CL5764Contig1	HCGP-BT-CO_05651
CL5765Contig1	HCGP-BT-CO_05652
CL5766Contig1	HCGP-BT-CO_05653
CL5767Contig1	HCGP-BT-CO_05654
CL5769Contig1	HCGP-BT-CO_05655
CL576Contig1	HCGP-BT-CO_05656
CL5770Contig1	HCGP-BT-CO_05657
CL5771Contig1	HCGP-BT-CO_05658
CL5772Contig1	HCGP-BT-CO_05659
CL5773Contig1	HCGP-BT-CO_05660
CL5775Contig1	HCGP-BT-CO_05661
CL5776Contig1	HCGP-BT-CO_05662
CL5777Contig1	HCGP-BT-CO_05663
CL5778Contig1	HCGP-BT-CO_05664
CL5779Contig1	HCGP-BT-CO_05665
CL5781Contig1	HCGP-BT-CO_05666
CL5782Contig1	HCGP-BT-CO_05667
CL5783Contig1	HCGP-BT-CO_05668
CL5784Contig1	HCGP-BT-CO_05669
CL5785Contig1	HCGP-BT-CO_05670
CL5786Contig1	HCGP-BT-CO_05671
CL5787Contig1	HCGP-BT-CO_05672
CL5788Contig1	HCGP-BT-CO_05673
CL5789Contig1	HCGP-BT-CO_05674
CL578Contig1	HCGP-BT-CO_05675
CL5790Contig1	HCGP-BT-CO_05676
CL5791Contig1	HCGP-BT-CO_05677
CL5793Contig1	HCGP-BT-CO_05678
CL5794Contig1	HCGP-BT-CO_05679
CL5796Contig1	HCGP-BT-CO_05680
CL5798Contig1	HCGP-BT-CO_05681
CL5799Contig1	HCGP-BT-CO_05682
CL579Contig1	HCGP-BT-CO_05683
CL57Contig1	HCGP-BT-CO_05684
CL57Contig2	HCGP-BT-CO_05685
CL5800Contig1	HCGP-BT-CO_05686
CL5801Contig1	HCGP-BT-CO_05687
CL5802Contig1	HCGP-BT-CO_05688
CL5803Contig1	HCGP-BT-CO_05689
CL5804Contig1	HCGP-BT-CO_05690
CL5805Contig1	HCGP-BT-CO_05691
CL5806Contig1	HCGP-BT-CO_05692
CL5807Contig1	HCGP-BT-CO_05693
CL5809Contig1	HCGP-BT-CO_05694
CL580Contig1	HCGP-BT-CO_05695
CL5810Contig1	HCGP-BT-CO_05696
CL5811Contig1	HCGP-BT-CO_05697
CL5812Contig1	HCGP-BT-CO_05698
CL5813Contig1	HCGP-BT-CO_05699
CL5814Contig1	HCGP-BT-CO_05700
CL5815Contig1	HCGP-BT-CO_05701
CL5816Contig1	HCGP-BT-CO_05702
CL5817Contig1	HCGP-BT-CO_05703
CL5819Contig1	HCGP-BT-CO_05704
CL581Contig1	HCGP-BT-CO_05705
CL5820Contig1	HCGP-BT-CO_05706
CL5821Contig1	HCGP-BT-CO_05707
CL5822Contig1	HCGP-BT-CO_05708
CL5823Contig1	HCGP-BT-CO_05709
CL5824Contig1	HCGP-BT-CO_05710
CL5825Contig1	HCGP-BT-CO_05711
CL5826Contig1	HCGP-BT-CO_05712
CL5827Contig1	HCGP-BT-CO_05713
CL5828Contig1	HCGP-BT-CO_05714
CL5829Contig1	HCGP-BT-CO_05715
CL582Contig1	HCGP-BT-CO_05716
CL5830Contig1	HCGP-BT-CO_05717
CL5831Contig1	HCGP-BT-CO_05718
CL5832Contig1	HCGP-BT-CO_05719
CL5833Contig1	HCGP-BT-CO_05720
CL5834Contig1	HCGP-BT-CO_05721
CL5835Contig1	HCGP-BT-CO_05722
CL5836Contig1	HCGP-BT-CO_05723
CL5837Contig1	HCGP-BT-CO_05724
CL5838Contig1	HCGP-BT-CO_05725
CL583Contig1	HCGP-BT-CO_05726
CL5840Contig1	HCGP-BT-CO_05727
CL5841Contig1	HCGP-BT-CO_05728
CL5842Contig1	HCGP-BT-CO_05729
CL5843Contig1	HCGP-BT-CO_05730
CL5844Contig1	HCGP-BT-CO_05731
CL5845Contig1	HCGP-BT-CO_05732
CL5846Contig1	HCGP-BT-CO_05733
CL5847Contig1	HCGP-BT-CO_05734
CL5848Contig1	HCGP-BT-CO_05735
CL584Contig1	HCGP-BT-CO_05736
CL5850Contig1	HCGP-BT-CO_05737
CL5851Contig1	HCGP-BT-CO_05738
CL5854Contig1	HCGP-BT-CO_05739
CL5855Contig1	HCGP-BT-CO_05740
CL5856Contig1	HCGP-BT-CO_05741
CL5857Contig1	HCGP-BT-CO_05742
CL5858Contig1	HCGP-BT-CO_05743
CL585Contig1	HCGP-BT-CO_05744
CL5860Contig1	HCGP-BT-CO_05745
CL5861Contig1	HCGP-BT-CO_05746
CL5862Contig1	HCGP-BT-CO_05747
CL5863Contig1	HCGP-BT-CO_05748
CL5864Contig1	HCGP-BT-CO_05749
CL5865Contig1	HCGP-BT-CO_05750
CL5866Contig1	HCGP-BT-CO_05751
CL5867Contig1	HCGP-BT-CO_05752
CL5868Contig1	HCGP-BT-CO_05753
CL5869Contig1	HCGP-BT-CO_05754
CL586Contig1	HCGP-BT-CO_05755
CL5870Contig1	HCGP-BT-CO_05756
CL5871Contig1	HCGP-BT-CO_05757
CL5872Contig1	HCGP-BT-CO_05758
CL5873Contig1	HCGP-BT-CO_05759
CL5874Contig1	HCGP-BT-CO_05760
CL5875Contig1	HCGP-BT-CO_05761
CL5877Contig1	HCGP-BT-CO_05762
CL5878Contig1	HCGP-BT-CO_05763
CL5879Contig1	HCGP-BT-CO_05764
CL587Contig1	HCGP-BT-CO_05765
CL5880Contig1	HCGP-BT-CO_05766
CL5881Contig1	HCGP-BT-CO_05767
CL5882Contig1	HCGP-BT-CO_05768
CL5883Contig1	HCGP-BT-CO_05769
CL5884Contig1	HCGP-BT-CO_05770
CL5885Contig1	HCGP-BT-CO_05771
CL5886Contig1	HCGP-BT-CO_05772
CL5887Contig1	HCGP-BT-CO_05773
CL5889Contig1	HCGP-BT-CO_05774
CL588Contig1	HCGP-BT-CO_05775
CL5890Contig1	HCGP-BT-CO_05776
CL5891Contig1	HCGP-BT-CO_05777
CL5892Contig1	HCGP-BT-CO_05778
CL5893Contig1	HCGP-BT-CO_05779
CL5894Contig1	HCGP-BT-CO_05780
CL5895Contig1	HCGP-BT-CO_05781
CL5896Contig1	HCGP-BT-CO_05782
CL5897Contig1	HCGP-BT-CO_05783
CL5898Contig1	HCGP-BT-CO_05784
CL5899Contig1	HCGP-BT-CO_05785
CL589Contig1	HCGP-BT-CO_05786
CL5900Contig1	HCGP-BT-CO_05787
CL5901Contig1	HCGP-BT-CO_05788
CL5903Contig1	HCGP-BT-CO_05789
CL5904Contig1	HCGP-BT-CO_05790
CL5905Contig1	HCGP-BT-CO_05791
CL5906Contig1	HCGP-BT-CO_05792
CL5908Contig1	HCGP-BT-CO_05793
CL590Contig1	HCGP-BT-CO_05794
CL5910Contig1	HCGP-BT-CO_05795
CL5911Contig1	HCGP-BT-CO_05796
CL5912Contig1	HCGP-BT-CO_05797
CL5913Contig1	HCGP-BT-CO_05798
CL5914Contig1	HCGP-BT-CO_05799
