#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BN-CO_00001
CL253Contig2	HCGP-BN-CO_01838
CL253Contig3	HCGP-BN-CO_01839
CL2540Contig1	HCGP-BN-CO_01840
CL2541Contig1	HCGP-BN-CO_01841
CL2542Contig1	HCGP-BN-CO_01842
CL2543Contig1	HCGP-BN-CO_01843
CL2544Contig1	HCGP-BN-CO_01844
CL2545Contig1	HCGP-BN-CO_01845
CL2546Contig1	HCGP-BN-CO_01846
CL2547Contig1	HCGP-BN-CO_01847
CL2548Contig1	HCGP-BN-CO_01848
CL2549Contig1	HCGP-BN-CO_01849
CL254Contig1	HCGP-BN-CO_01850
CL2550Contig1	HCGP-BN-CO_01851
CL2551Contig1	HCGP-BN-CO_01852
CL2552Contig1	HCGP-BN-CO_01853
CL2554Contig1	HCGP-BN-CO_01854
CL2555Contig1	HCGP-BN-CO_01855
CL2556Contig1	HCGP-BN-CO_01856
CL2557Contig1	HCGP-BN-CO_01857
CL2558Contig1	HCGP-BN-CO_01858
CL2559Contig1	HCGP-BN-CO_01859
CL255Contig1	HCGP-BN-CO_01860
CL2560Contig1	HCGP-BN-CO_01861
CL2562Contig1	HCGP-BN-CO_01862
CL2563Contig1	HCGP-BN-CO_01863
CL2564Contig1	HCGP-BN-CO_01864
CL2565Contig1	HCGP-BN-CO_01865
CL2566Contig1	HCGP-BN-CO_01866
CL2567Contig1	HCGP-BN-CO_01867
CL2568Contig1	HCGP-BN-CO_01868
CL2569Contig1	HCGP-BN-CO_01869
CL256Contig1	HCGP-BN-CO_01870
CL2570Contig1	HCGP-BN-CO_01871
CL2571Contig1	HCGP-BN-CO_01872
CL2572Contig1	HCGP-BN-CO_01873
CL2573Contig1	HCGP-BN-CO_01874
CL2574Contig1	HCGP-BN-CO_01875
CL2575Contig1	HCGP-BN-CO_01876
CL2576Contig1	HCGP-BN-CO_01877
CL2577Contig1	HCGP-BN-CO_01878
CL2578Contig1	HCGP-BN-CO_01879
CL2579Contig1	HCGP-BN-CO_01880
CL257Contig1	HCGP-BN-CO_01881
CL2580Contig1	HCGP-BN-CO_01882
CL2581Contig1	HCGP-BN-CO_01883
CL2582Contig1	HCGP-BN-CO_01884
CL2583Contig1	HCGP-BN-CO_01885
CL2584Contig1	HCGP-BN-CO_01886
CL2585Contig1	HCGP-BN-CO_01887
CL2586Contig1	HCGP-BN-CO_01888
CL2587Contig1	HCGP-BN-CO_01889
CL2588Contig1	HCGP-BN-CO_01890
CL2589Contig1	HCGP-BN-CO_01891
CL258Contig1	HCGP-BN-CO_01892
CL2590Contig1	HCGP-BN-CO_01893
CL2591Contig1	HCGP-BN-CO_01894
CL2592Contig1	HCGP-BN-CO_01895
CL2594Contig1	HCGP-BN-CO_01896
CL2595Contig1	HCGP-BN-CO_01897
CL2596Contig1	HCGP-BN-CO_01898
CL2597Contig1	HCGP-BN-CO_01899
CL2598Contig1	HCGP-BN-CO_01900
CL2599Contig1	HCGP-BN-CO_01901
CL259Contig1	HCGP-BN-CO_01902
CL25Contig1	HCGP-BN-CO_01903
CL2602Contig1	HCGP-BN-CO_01904
CL2603Contig1	HCGP-BN-CO_01905
CL2604Contig1	HCGP-BN-CO_01906
CL2605Contig1	HCGP-BN-CO_01907
CL2607Contig1	HCGP-BN-CO_01908
CL2608Contig1	HCGP-BN-CO_01909
CL2609Contig1	HCGP-BN-CO_01910
CL260Contig1	HCGP-BN-CO_01911
CL2610Contig1	HCGP-BN-CO_01912
CL2612Contig1	HCGP-BN-CO_01913
CL2613Contig1	HCGP-BN-CO_01914
CL2614Contig1	HCGP-BN-CO_01915
CL2615Contig1	HCGP-BN-CO_01916
CL2617Contig1	HCGP-BN-CO_01917
CL2618Contig1	HCGP-BN-CO_01918
CL2619Contig1	HCGP-BN-CO_01919
CL261Contig1	HCGP-BN-CO_01920
CL2621Contig1	HCGP-BN-CO_01921
CL2622Contig1	HCGP-BN-CO_01922
CL2623Contig1	HCGP-BN-CO_01923
CL2624Contig1	HCGP-BN-CO_01924
CL2625Contig1	HCGP-BN-CO_01925
CL2626Contig1	HCGP-BN-CO_01926
CL2627Contig1	HCGP-BN-CO_01927
CL2628Contig1	HCGP-BN-CO_01928
CL262Contig1	HCGP-BN-CO_01929
CL2630Contig1	HCGP-BN-CO_01930
CL2632Contig1	HCGP-BN-CO_01931
CL2633Contig1	HCGP-BN-CO_01932
CL2634Contig1	HCGP-BN-CO_01933
CL2636Contig1	HCGP-BN-CO_01934
CL2637Contig1	HCGP-BN-CO_01935
CL2639Contig1	HCGP-BN-CO_01936
CL263Contig1	HCGP-BN-CO_01937
CL2641Contig1	HCGP-BN-CO_01938
CL2642Contig1	HCGP-BN-CO_01939
CL2643Contig1	HCGP-BN-CO_01940
CL2644Contig1	HCGP-BN-CO_01941
CL2645Contig1	HCGP-BN-CO_01942
CL2646Contig1	HCGP-BN-CO_01943
CL2647Contig1	HCGP-BN-CO_01944
CL2648Contig1	HCGP-BN-CO_01945
CL2649Contig1	HCGP-BN-CO_01946
CL264Contig1	HCGP-BN-CO_01947
CL2650Contig1	HCGP-BN-CO_01948
CL2651Contig1	HCGP-BN-CO_01949
CL2652Contig1	HCGP-BN-CO_01950
CL2653Contig1	HCGP-BN-CO_01951
CL2654Contig1	HCGP-BN-CO_01952
CL2655Contig1	HCGP-BN-CO_01953
CL2656Contig1	HCGP-BN-CO_01954
CL2657Contig1	HCGP-BN-CO_01955
CL2658Contig1	HCGP-BN-CO_01956
CL2659Contig1	HCGP-BN-CO_01957
CL265Contig1	HCGP-BN-CO_01958
CL2660Contig1	HCGP-BN-CO_01959
CL2661Contig1	HCGP-BN-CO_01960
CL2662Contig1	HCGP-BN-CO_01961
CL2665Contig1	HCGP-BN-CO_01962
CL2666Contig1	HCGP-BN-CO_01963
CL2667Contig1	HCGP-BN-CO_01964
CL2669Contig1	HCGP-BN-CO_01965
CL266Contig1	HCGP-BN-CO_01966
CL2670Contig1	HCGP-BN-CO_01967
CL2671Contig1	HCGP-BN-CO_01968
CL2672Contig1	HCGP-BN-CO_01969
CL2673Contig1	HCGP-BN-CO_01970
CL2674Contig1	HCGP-BN-CO_01971
CL2675Contig1	HCGP-BN-CO_01972
CL2676Contig1	HCGP-BN-CO_01973
CL2677Contig1	HCGP-BN-CO_01974
CL2678Contig1	HCGP-BN-CO_01975
CL2679Contig1	HCGP-BN-CO_01976
CL267Contig1	HCGP-BN-CO_01977
CL2680Contig1	HCGP-BN-CO_01978
CL2681Contig1	HCGP-BN-CO_01979
CL2682Contig1	HCGP-BN-CO_01980
CL2683Contig1	HCGP-BN-CO_01981
CL2684Contig1	HCGP-BN-CO_01982
CL2685Contig1	HCGP-BN-CO_01983
CL2687Contig1	HCGP-BN-CO_01984
CL268Contig1	HCGP-BN-CO_01985
CL2690Contig1	HCGP-BN-CO_01986
CL2691Contig1	HCGP-BN-CO_01987
CL2692Contig1	HCGP-BN-CO_01988
CL2693Contig1	HCGP-BN-CO_01989
CL2694Contig1	HCGP-BN-CO_01990
CL2695Contig1	HCGP-BN-CO_01991
CL2696Contig1	HCGP-BN-CO_01992
CL2697Contig1	HCGP-BN-CO_01993
CL2699Contig1	HCGP-BN-CO_01994
CL269Contig1	HCGP-BN-CO_01995
CL26Contig1	HCGP-BN-CO_01996
CL26Contig2	HCGP-BN-CO_01997
CL26Contig3	HCGP-BN-CO_01998
CL2700Contig1	HCGP-BN-CO_01999
CL2701Contig1	HCGP-BN-CO_02000
CL2702Contig1	HCGP-BN-CO_02001
CL2703Contig1	HCGP-BN-CO_02002
CL2704Contig1	HCGP-BN-CO_02003
CL2705Contig1	HCGP-BN-CO_02004
CL2706Contig1	HCGP-BN-CO_02005
CL2708Contig1	HCGP-BN-CO_02006
CL2709Contig1	HCGP-BN-CO_02007
CL270Contig1	HCGP-BN-CO_02008
CL270Contig2	HCGP-BN-CO_02009
CL2710Contig1	HCGP-BN-CO_02010
CL2711Contig1	HCGP-BN-CO_02011
CL2712Contig1	HCGP-BN-CO_02012
CL2713Contig1	HCGP-BN-CO_02013
CL2714Contig1	HCGP-BN-CO_02014
CL2716Contig1	HCGP-BN-CO_02015
CL2717Contig1	HCGP-BN-CO_02016
CL2718Contig1	HCGP-BN-CO_02017
CL2719Contig1	HCGP-BN-CO_02018
CL271Contig1	HCGP-BN-CO_02019
CL2720Contig1	HCGP-BN-CO_02020
CL2722Contig1	HCGP-BN-CO_02021
CL2723Contig1	HCGP-BN-CO_02022
CL2724Contig1	HCGP-BN-CO_02023
CL2725Contig1	HCGP-BN-CO_02024
CL2726Contig1	HCGP-BN-CO_02025
CL2728Contig1	HCGP-BN-CO_02026
CL2729Contig1	HCGP-BN-CO_02027
CL272Contig1	HCGP-BN-CO_02028
CL272Contig2	HCGP-BN-CO_02029
CL272Contig3	HCGP-BN-CO_02030
CL2732Contig1	HCGP-BN-CO_02031
CL2733Contig1	HCGP-BN-CO_02032
CL2734Contig1	HCGP-BN-CO_02033
CL2735Contig1	HCGP-BN-CO_02034
CL2736Contig1	HCGP-BN-CO_02035
CL2737Contig1	HCGP-BN-CO_02036
CL2738Contig1	HCGP-BN-CO_02037
CL2739Contig1	HCGP-BN-CO_02038
CL273Contig1	HCGP-BN-CO_02039
CL2740Contig1	HCGP-BN-CO_02040
CL2741Contig1	HCGP-BN-CO_02041
CL2743Contig1	HCGP-BN-CO_02042
CL2745Contig1	HCGP-BN-CO_02043
CL2746Contig1	HCGP-BN-CO_02044
CL2747Contig1	HCGP-BN-CO_02045
CL2748Contig1	HCGP-BN-CO_02046
CL2749Contig1	HCGP-BN-CO_02047
CL274Contig1	HCGP-BN-CO_02048
CL2750Contig1	HCGP-BN-CO_02049
CL2752Contig1	HCGP-BN-CO_02050
CL2753Contig1	HCGP-BN-CO_02051
CL2754Contig1	HCGP-BN-CO_02052
CL2755Contig1	HCGP-BN-CO_02053
CL2756Contig1	HCGP-BN-CO_02054
CL2758Contig1	HCGP-BN-CO_02055
CL2760Contig1	HCGP-BN-CO_02056
CL2762Contig1	HCGP-BN-CO_02057
CL2763Contig1	HCGP-BN-CO_02058
CL2764Contig1	HCGP-BN-CO_02059
CL2765Contig1	HCGP-BN-CO_02060
CL2766Contig1	HCGP-BN-CO_02061
CL2768Contig1	HCGP-BN-CO_02062
CL2769Contig1	HCGP-BN-CO_02063
CL276Contig1	HCGP-BN-CO_02064
CL2770Contig1	HCGP-BN-CO_02065
CL2772Contig1	HCGP-BN-CO_02066
CL2773Contig1	HCGP-BN-CO_02067
CL2774Contig1	HCGP-BN-CO_02068
CL2775Contig1	HCGP-BN-CO_02069
CL2776Contig1	HCGP-BN-CO_02070
CL2777Contig1	HCGP-BN-CO_02071
CL2778Contig1	HCGP-BN-CO_02072
CL2779Contig1	HCGP-BN-CO_02073
CL277Contig1	HCGP-BN-CO_02074
CL2780Contig1	HCGP-BN-CO_02075
CL2781Contig1	HCGP-BN-CO_02076
CL2782Contig1	HCGP-BN-CO_02077
CL2783Contig1	HCGP-BN-CO_02078
CL2784Contig1	HCGP-BN-CO_02079
CL2785Contig1	HCGP-BN-CO_02080
CL2786Contig1	HCGP-BN-CO_02081
CL2789Contig1	HCGP-BN-CO_02082
CL278Contig1	HCGP-BN-CO_02083
CL278Contig2	HCGP-BN-CO_02084
CL2790Contig1	HCGP-BN-CO_02085
CL2791Contig1	HCGP-BN-CO_02086
CL2793Contig1	HCGP-BN-CO_02087
CL2794Contig1	HCGP-BN-CO_02088
CL2795Contig1	HCGP-BN-CO_02089
CL2796Contig1	HCGP-BN-CO_02090
CL2797Contig1	HCGP-BN-CO_02091
CL2799Contig1	HCGP-BN-CO_02092
CL279Contig1	HCGP-BN-CO_02093
CL27Contig1	HCGP-BN-CO_02094
CL27Contig2	HCGP-BN-CO_02095
CL2800Contig1	HCGP-BN-CO_02096
CL2801Contig1	HCGP-BN-CO_02097
CL2802Contig1	HCGP-BN-CO_02098
CL2803Contig1	HCGP-BN-CO_02099
CL2804Contig1	HCGP-BN-CO_02100
CL2805Contig1	HCGP-BN-CO_02101
CL2807Contig1	HCGP-BN-CO_02102
CL2808Contig1	HCGP-BN-CO_02103
CL280Contig1	HCGP-BN-CO_02104
CL280Contig2	HCGP-BN-CO_02105
CL2810Contig1	HCGP-BN-CO_02106
CL2812Contig1	HCGP-BN-CO_02107
CL2813Contig1	HCGP-BN-CO_02108
CL2814Contig1	HCGP-BN-CO_02109
CL2815Contig1	HCGP-BN-CO_02110
CL2816Contig1	HCGP-BN-CO_02111
CL2818Contig1	HCGP-BN-CO_02112
CL2819Contig1	HCGP-BN-CO_02113
CL281Contig1	HCGP-BN-CO_02114
CL2820Contig1	HCGP-BN-CO_02115
CL2822Contig1	HCGP-BN-CO_02116
CL2823Contig1	HCGP-BN-CO_02117
CL2824Contig1	HCGP-BN-CO_02118
CL2825Contig1	HCGP-BN-CO_02119
CL2826Contig1	HCGP-BN-CO_02120
CL2828Contig1	HCGP-BN-CO_02121
CL2829Contig1	HCGP-BN-CO_02122
CL282Contig1	HCGP-BN-CO_02123
CL2831Contig1	HCGP-BN-CO_02124
CL2832Contig1	HCGP-BN-CO_02125
CL2833Contig1	HCGP-BN-CO_02126
CL2834Contig1	HCGP-BN-CO_02127
CL2836Contig1	HCGP-BN-CO_02128
CL2837Contig1	HCGP-BN-CO_02129
CL2838Contig1	HCGP-BN-CO_02130
CL2839Contig1	HCGP-BN-CO_02131
CL283Contig1	HCGP-BN-CO_02132
CL2840Contig1	HCGP-BN-CO_02133
CL2841Contig1	HCGP-BN-CO_02134
CL2842Contig1	HCGP-BN-CO_02135
CL2844Contig1	HCGP-BN-CO_02136
CL2845Contig1	HCGP-BN-CO_02137
CL2846Contig1	HCGP-BN-CO_02138
CL2847Contig1	HCGP-BN-CO_02139
CL2849Contig1	HCGP-BN-CO_02140
CL284Contig1	HCGP-BN-CO_02141
CL2851Contig1	HCGP-BN-CO_02142
CL2852Contig1	HCGP-BN-CO_02143
CL2853Contig1	HCGP-BN-CO_02144
CL2854Contig1	HCGP-BN-CO_02145
CL2855Contig1	HCGP-BN-CO_02146
CL2856Contig1	HCGP-BN-CO_02147
CL2858Contig1	HCGP-BN-CO_02148
CL2859Contig1	HCGP-BN-CO_02149
CL285Contig1	HCGP-BN-CO_02150
CL2860Contig1	HCGP-BN-CO_02151
CL2861Contig1	HCGP-BN-CO_02152
CL2862Contig1	HCGP-BN-CO_02153
CL2863Contig1	HCGP-BN-CO_02154
CL2864Contig1	HCGP-BN-CO_02155
CL2865Contig1	HCGP-BN-CO_02156
CL2867Contig1	HCGP-BN-CO_02157
CL2868Contig1	HCGP-BN-CO_02158
CL2869Contig1	HCGP-BN-CO_02159
CL286Contig1	HCGP-BN-CO_02160
CL2871Contig1	HCGP-BN-CO_02161
CL2872Contig1	HCGP-BN-CO_02162
CL2873Contig1	HCGP-BN-CO_02163
CL2874Contig1	HCGP-BN-CO_02164
CL2875Contig1	HCGP-BN-CO_02165
CL2876Contig1	HCGP-BN-CO_02166
CL2877Contig1	HCGP-BN-CO_02167
CL2878Contig1	HCGP-BN-CO_02168
CL2879Contig1	HCGP-BN-CO_02169
CL287Contig1	HCGP-BN-CO_02170
CL2880Contig1	HCGP-BN-CO_02171
CL2881Contig1	HCGP-BN-CO_02172
CL2882Contig1	HCGP-BN-CO_02173
CL2883Contig1	HCGP-BN-CO_02174
CL2884Contig1	HCGP-BN-CO_02175
CL2885Contig1	HCGP-BN-CO_02176
CL2886Contig1	HCGP-BN-CO_02177
CL2887Contig1	HCGP-BN-CO_02178
CL2888Contig1	HCGP-BN-CO_02179
CL2889Contig1	HCGP-BN-CO_02180
CL288Contig1	HCGP-BN-CO_02181
CL288Contig2	HCGP-BN-CO_02182
CL2890Contig1	HCGP-BN-CO_02183
CL2891Contig1	HCGP-BN-CO_02184
CL2893Contig1	HCGP-BN-CO_02185
CL2894Contig1	HCGP-BN-CO_02186
CL2895Contig1	HCGP-BN-CO_02187
CL2897Contig1	HCGP-BN-CO_02188
CL2898Contig1	HCGP-BN-CO_02189
CL2899Contig1	HCGP-BN-CO_02190
CL289Contig1	HCGP-BN-CO_02191
CL28Contig1	HCGP-BN-CO_02192
CL28Contig2	HCGP-BN-CO_02193
CL28Contig3	HCGP-BN-CO_02194
CL28Contig4	HCGP-BN-CO_02195
CL28Contig5	HCGP-BN-CO_02196
CL28Contig6	HCGP-BN-CO_02197
CL2901Contig1	HCGP-BN-CO_02198
CL2902Contig1	HCGP-BN-CO_02199
CL2903Contig1	HCGP-BN-CO_02200
CL2904Contig1	HCGP-BN-CO_02201
CL2906Contig1	HCGP-BN-CO_02202
CL2907Contig1	HCGP-BN-CO_02203
CL2908Contig1	HCGP-BN-CO_02204
CL2909Contig1	HCGP-BN-CO_02205
CL290Contig1	HCGP-BN-CO_02206
CL2910Contig1	HCGP-BN-CO_02207
CL2912Contig1	HCGP-BN-CO_02208
CL2913Contig1	HCGP-BN-CO_02209
CL2916Contig1	HCGP-BN-CO_02210
CL2917Contig1	HCGP-BN-CO_02211
CL2919Contig1	HCGP-BN-CO_02212
CL291Contig1	HCGP-BN-CO_02213
CL291Contig2	HCGP-BN-CO_02214
CL291Contig3	HCGP-BN-CO_02215
CL2921Contig1	HCGP-BN-CO_02216
CL2922Contig1	HCGP-BN-CO_02217
CL2924Contig1	HCGP-BN-CO_02218
CL2925Contig1	HCGP-BN-CO_02219
CL2926Contig1	HCGP-BN-CO_02220
CL2928Contig1	HCGP-BN-CO_02221
CL2929Contig1	HCGP-BN-CO_02222
CL292Contig1	HCGP-BN-CO_02223
CL2930Contig1	HCGP-BN-CO_02224
CL2931Contig1	HCGP-BN-CO_02225
CL2932Contig1	HCGP-BN-CO_02226
CL2933Contig1	HCGP-BN-CO_02227
CL2934Contig1	HCGP-BN-CO_02228
CL2935Contig1	HCGP-BN-CO_02229
CL2937Contig1	HCGP-BN-CO_02230
CL2938Contig1	HCGP-BN-CO_02231
CL2939Contig1	HCGP-BN-CO_02232
CL293Contig1	HCGP-BN-CO_02233
CL293Contig2	HCGP-BN-CO_02234
CL293Contig3	HCGP-BN-CO_02235
CL2940Contig1	HCGP-BN-CO_02236
CL2944Contig1	HCGP-BN-CO_02237
CL2945Contig1	HCGP-BN-CO_02238
CL2947Contig1	HCGP-BN-CO_02239
CL2948Contig1	HCGP-BN-CO_02240
CL2949Contig1	HCGP-BN-CO_02241
CL294Contig1	HCGP-BN-CO_02242
CL2951Contig1	HCGP-BN-CO_02243
CL2952Contig1	HCGP-BN-CO_02244
CL2956Contig1	HCGP-BN-CO_02245
CL2957Contig1	HCGP-BN-CO_02246
CL2958Contig1	HCGP-BN-CO_02247
CL2959Contig1	HCGP-BN-CO_02248
CL295Contig1	HCGP-BN-CO_02249
CL2960Contig1	HCGP-BN-CO_02250
CL2961Contig1	HCGP-BN-CO_02251
CL2962Contig1	HCGP-BN-CO_02252
CL2965Contig1	HCGP-BN-CO_02253
CL2966Contig1	HCGP-BN-CO_02254
CL2967Contig1	HCGP-BN-CO_02255
CL2968Contig1	HCGP-BN-CO_02256
CL2969Contig1	HCGP-BN-CO_02257
CL296Contig1	HCGP-BN-CO_02258
CL2970Contig1	HCGP-BN-CO_02259
CL2971Contig1	HCGP-BN-CO_02260
CL2972Contig1	HCGP-BN-CO_02261
CL2976Contig1	HCGP-BN-CO_02262
CL2977Contig1	HCGP-BN-CO_02263
CL2978Contig1	HCGP-BN-CO_02264
CL2979Contig1	HCGP-BN-CO_02265
CL297Contig1	HCGP-BN-CO_02266
CL2981Contig1	HCGP-BN-CO_02267
CL2982Contig1	HCGP-BN-CO_02268
CL2984Contig1	HCGP-BN-CO_02269
CL2985Contig1	HCGP-BN-CO_02270
CL2986Contig1	HCGP-BN-CO_02271
CL2987Contig1	HCGP-BN-CO_02272
CL2988Contig1	HCGP-BN-CO_02273
CL2989Contig1	HCGP-BN-CO_02274
CL298Contig1	HCGP-BN-CO_02275
CL2990Contig1	HCGP-BN-CO_02276
CL2991Contig1	HCGP-BN-CO_02277
CL2993Contig1	HCGP-BN-CO_02278
CL2996Contig1	HCGP-BN-CO_02279
CL2997Contig1	HCGP-BN-CO_02280
CL2998Contig1	HCGP-BN-CO_02281
CL2999Contig1	HCGP-BN-CO_02282
CL299Contig1	HCGP-BN-CO_02283
CL29Contig1	HCGP-BN-CO_02284
CL2Contig1	HCGP-BN-CO_02285
CL2Contig10	HCGP-BN-CO_02286
CL2Contig11	HCGP-BN-CO_02287
CL2Contig12	HCGP-BN-CO_02288
CL2Contig13	HCGP-BN-CO_02289
CL2Contig14	HCGP-BN-CO_02290
CL2Contig15	HCGP-BN-CO_02291
CL2Contig16	HCGP-BN-CO_02292
CL2Contig2	HCGP-BN-CO_02293
CL2Contig3	HCGP-BN-CO_02294
CL2Contig4	HCGP-BN-CO_02295
CL2Contig5	HCGP-BN-CO_02296
CL2Contig6	HCGP-BN-CO_02297
CL2Contig7	HCGP-BN-CO_02298
CL2Contig8	HCGP-BN-CO_02299
CL2Contig9	HCGP-BN-CO_02300
CL3000Contig1	HCGP-BN-CO_02301
CL3001Contig1	HCGP-BN-CO_02302
CL3003Contig1	HCGP-BN-CO_02303
CL3004Contig1	HCGP-BN-CO_02304
CL3005Contig1	HCGP-BN-CO_02305
CL3007Contig1	HCGP-BN-CO_02306
CL3008Contig1	HCGP-BN-CO_02307
CL3009Contig1	HCGP-BN-CO_02308
CL300Contig1	HCGP-BN-CO_02309
CL3010Contig1	HCGP-BN-CO_02310
CL3012Contig1	HCGP-BN-CO_02311
CL3013Contig1	HCGP-BN-CO_02312
CL3015Contig1	HCGP-BN-CO_02313
CL3016Contig1	HCGP-BN-CO_02314
CL3017Contig1	HCGP-BN-CO_02315
CL3018Contig1	HCGP-BN-CO_02316
CL3019Contig1	HCGP-BN-CO_02317
CL301Contig1	HCGP-BN-CO_02318
CL3020Contig1	HCGP-BN-CO_02319
CL3021Contig1	HCGP-BN-CO_02320
CL3022Contig1	HCGP-BN-CO_02321
CL3023Contig1	HCGP-BN-CO_02322
CL3026Contig1	HCGP-BN-CO_02323
CL3027Contig1	HCGP-BN-CO_02324
CL302Contig1	HCGP-BN-CO_02325
CL3031Contig1	HCGP-BN-CO_02326
CL3032Contig1	HCGP-BN-CO_02327
CL3033Contig1	HCGP-BN-CO_02328
CL3034Contig1	HCGP-BN-CO_02329
CL3035Contig1	HCGP-BN-CO_02330
CL3038Contig1	HCGP-BN-CO_02331
CL3039Contig1	HCGP-BN-CO_02332
CL303Contig1	HCGP-BN-CO_02333
CL3040Contig1	HCGP-BN-CO_02334
CL3043Contig1	HCGP-BN-CO_02335
CL3044Contig1	HCGP-BN-CO_02336
CL3046Contig1	HCGP-BN-CO_02337
CL3047Contig1	HCGP-BN-CO_02338
CL3048Contig1	HCGP-BN-CO_02339
CL304Contig1	HCGP-BN-CO_02340
CL3050Contig1	HCGP-BN-CO_02341
CL3051Contig1	HCGP-BN-CO_02342
CL3054Contig1	HCGP-BN-CO_02343
CL3055Contig1	HCGP-BN-CO_02344
CL3056Contig1	HCGP-BN-CO_02345
CL3057Contig1	HCGP-BN-CO_02346
CL3058Contig1	HCGP-BN-CO_02347
CL3059Contig1	HCGP-BN-CO_02348
CL305Contig1	HCGP-BN-CO_02349
CL305Contig2	HCGP-BN-CO_02350
CL3060Contig1	HCGP-BN-CO_02351
CL3061Contig1	HCGP-BN-CO_02352
CL3062Contig1	HCGP-BN-CO_02353
CL3063Contig1	HCGP-BN-CO_02354
CL3064Contig1	HCGP-BN-CO_02355
CL3066Contig1	HCGP-BN-CO_02356
CL3068Contig1	HCGP-BN-CO_02357
CL3069Contig1	HCGP-BN-CO_02358
CL306Contig1	HCGP-BN-CO_02359
CL3070Contig1	HCGP-BN-CO_02360
CL3072Contig1	HCGP-BN-CO_02361
CL3073Contig1	HCGP-BN-CO_02362
CL3074Contig1	HCGP-BN-CO_02363
CL307Contig1	HCGP-BN-CO_02364
CL3080Contig1	HCGP-BN-CO_02365
CL3081Contig1	HCGP-BN-CO_02366
CL3083Contig1	HCGP-BN-CO_02367
CL3085Contig1	HCGP-BN-CO_02368
CL3088Contig1	HCGP-BN-CO_02369
CL3089Contig1	HCGP-BN-CO_02370
CL308Contig1	HCGP-BN-CO_02371
CL3091Contig1	HCGP-BN-CO_02372
CL3093Contig1	HCGP-BN-CO_02373
CL3097Contig1	HCGP-BN-CO_02374
CL309Contig1	HCGP-BN-CO_02375
CL30Contig1	HCGP-BN-CO_02376
CL3100Contig1	HCGP-BN-CO_02377
CL3101Contig1	HCGP-BN-CO_02378
CL3102Contig1	HCGP-BN-CO_02379
CL3103Contig1	HCGP-BN-CO_02380
CL3107Contig1	HCGP-BN-CO_02381
CL3109Contig1	HCGP-BN-CO_02382
CL310Contig1	HCGP-BN-CO_02383
CL310Contig2	HCGP-BN-CO_02384
CL3110Contig1	HCGP-BN-CO_02385
CL3112Contig1	HCGP-BN-CO_02386
CL3113Contig1	HCGP-BN-CO_02387
CL3115Contig1	HCGP-BN-CO_02388
CL3116Contig1	HCGP-BN-CO_02389
CL3119Contig1	HCGP-BN-CO_02390
CL311Contig1	HCGP-BN-CO_02391
CL3121Contig1	HCGP-BN-CO_02392
CL3122Contig1	HCGP-BN-CO_02393
CL3123Contig1	HCGP-BN-CO_02394
CL3124Contig1	HCGP-BN-CO_02395
CL3125Contig1	HCGP-BN-CO_02396
CL3126Contig1	HCGP-BN-CO_02397
CL3127Contig1	HCGP-BN-CO_02398
CL3129Contig1	HCGP-BN-CO_02399
CL312Contig1	HCGP-BN-CO_02400
CL312Contig2	HCGP-BN-CO_02401
CL3130Contig1	HCGP-BN-CO_02402
CL3131Contig1	HCGP-BN-CO_02403
CL3132Contig1	HCGP-BN-CO_02404
CL3133Contig1	HCGP-BN-CO_02405
CL3134Contig1	HCGP-BN-CO_02406
CL3135Contig1	HCGP-BN-CO_02407
CL3136Contig1	HCGP-BN-CO_02408
CL3137Contig1	HCGP-BN-CO_02409
CL3138Contig1	HCGP-BN-CO_02410
CL3139Contig1	HCGP-BN-CO_02411
CL313Contig1	HCGP-BN-CO_02412
CL313Contig2	HCGP-BN-CO_02413
CL3142Contig1	HCGP-BN-CO_02414
CL3143Contig1	HCGP-BN-CO_02415
CL3144Contig1	HCGP-BN-CO_02416
CL3145Contig1	HCGP-BN-CO_02417
CL3146Contig1	HCGP-BN-CO_02418
CL3147Contig1	HCGP-BN-CO_02419
CL314Contig1	HCGP-BN-CO_02420
CL3150Contig1	HCGP-BN-CO_02421
CL3151Contig1	HCGP-BN-CO_02422
CL3152Contig1	HCGP-BN-CO_02423
CL3153Contig1	HCGP-BN-CO_02424
CL3154Contig1	HCGP-BN-CO_02425
CL3155Contig1	HCGP-BN-CO_02426
CL3156Contig1	HCGP-BN-CO_02427
CL3158Contig1	HCGP-BN-CO_02428
CL3159Contig1	HCGP-BN-CO_02429
CL315Contig1	HCGP-BN-CO_02430
CL3160Contig1	HCGP-BN-CO_02431
CL3161Contig1	HCGP-BN-CO_02432
CL3162Contig1	HCGP-BN-CO_02433
CL3163Contig1	HCGP-BN-CO_02434
CL3164Contig1	HCGP-BN-CO_02435
CL3165Contig1	HCGP-BN-CO_02436
CL3166Contig1	HCGP-BN-CO_02437
CL3167Contig1	HCGP-BN-CO_02438
CL3168Contig1	HCGP-BN-CO_02439
CL3169Contig1	HCGP-BN-CO_02440
CL316Contig1	HCGP-BN-CO_02441
CL3171Contig1	HCGP-BN-CO_02442
CL3172Contig1	HCGP-BN-CO_02443
CL3173Contig1	HCGP-BN-CO_02444
CL3176Contig1	HCGP-BN-CO_02445
CL3178Contig1	HCGP-BN-CO_02446
CL3179Contig1	HCGP-BN-CO_02447
CL317Contig1	HCGP-BN-CO_02448
